chunk_id,user_id,saberDirX_mean,saberDirX_std,saberDirX_min,saberDirX_max,saberDirY_mean,saberDirY_std,saberDirY_min,saberDirY_max,saberDirZ_mean,saberDirZ_std,saberDirZ_min,saberDirZ_max
chunk1,00009567-9cfd-4310-a43f-ecf0944f6bbd,-1.7837872408749223e-16,1.0000003387893668,-21.678923515781843,5.762780181635198,2.410909999213761e-16,1.0000003387893668,-9.796928043641628,13.722333384092757,-1.8929692890986434e-16,1.0000003387893668,-10.884979495139214,10.68196990343966
chunk1,00014938-83f5-4c99-9157-d8771774130c,-8.49071714816823e-16,1.0000011281352996,-19.453090915536087,8.576688351132594,-1.5174977865627585e-16,1.0000011281352996,-8.934028104661955,8.593853840862566,-1.085461501648645e-17,1.0000011281352996,-6.2941778550498055,13.653448313894238
chunk1,00019a5b-7797-44b0-8999-95dd057c7baf,-2.805201333737456e-16,1.000000190362245,-20.561610737914304,5.766182390361174,-7.953591452665005e-16,1.000000190362245,-6.3227754301883365,11.12636577739843,1.1763729244721704e-16,1.000000190362245,-13.924704668191588,8.480027166492503
chunk1,00029cc4-9421-47a7-a2fe-8cf626dc5d96,8.520513009542396e-15,1.0001925113118229,-3.838072462623001,1.6927305456115933,4.092184635800808e-16,1.0001925113118229,-2.65938708483827,3.390023510055541,4.5468718175564535e-17,1.0001925113118229,-3.2463994084920533,3.858018622078393
chunk1,0002f007-281f-4635-8c09-45d6afad828d,1.6671078853901899e-16,1.0000005451158303,-102.38344015763958,2.270567056174644,2.4135053431288033e-16,1.0000005451158303,-10.661867480919913,14.776697239904694,3.8963097740667263e-16,1.0000005451158303,-10.835001118404898,16.034813660163103
chunk1,00037306-10aa-4ee3-8e6c-ca1d61d9618b,-3.464860696144898e-15,1.0000010183252723,-14.301828521796825,6.410649439170568,4.026109248115874e-17,1.0000010183252723,-4.336187824793831,14.248665144994789,-6.187386608258045e-17,1.0000010183252723,-9.406192716321147,8.546978034299489
chunk1,0003a496-aada-4287-b4e8-48e968158152,-6.570215648811906e-17,1.00000097922237,-126.89061112675384,2.553886371542519,-4.658040163499969e-17,1.00000097922237,-3.470779186345104,9.75720385808942,-1.8962642191160437e-16,1.00000097922237,-9.533822568927343,21.76051884496625
chunk1,00048cdb-d15d-4f04-b6c1-639b5b11f430,1.984615999827566e-15,1.0000046662575914,-17.980059349852898,4.138100117632503,3.8211998454482776e-17,1.0000046662575914,-7.365935539681133,6.2873785308714725,9.342138262749484e-17,1.0000046662575914,-12.35202198620362,11.406795166094868
chunk1,00049766-6fb4-49ac-b46a-c27367374b59,-4.1463461468285965e-17,1.0000021807563517,-114.6932639201236,2.0654619833662857,6.072163926395118e-18,1.0000021807563517,-5.499370361327589,7.2406552798840496,-8.076244345084735e-19,1.0000021807563517,-6.358867549568175,15.869483456884112
chunk1,00060d20-4f3a-4c70-a967-5ea62dc2ea08,1.8261526318168025e-15,1.0000090538295436,-106.56315216692526,1.8765705776451451,9.916931570928138e-16,1.0000090538295436,-3.9121281860929793,14.636415346756351,-4.296590847807848e-16,1.0000090538295436,-4.120755207757529,11.121928044870572
chunk1,000637b7-4ae4-4844-9c8d-db28a855abf7,5.368865664461356e-16,1.0000004245627376,-115.15666791904022,3.271145963142493,3.11783527211778e-16,1.0000004245627376,-16.85052891559502,11.12073370792687,-1.9437550896078108e-16,1.0000004245627376,-10.12389943373183,16.041972599133896
chunk1,00064a92-8890-44af-a2a4-f7b8dc3270dd,1.0614630720503478e-16,1.000000700190627,-111.94098228264774,3.6317406424051977,8.844734305656087e-17,1.000000700190627,-6.758512157339628,6.857955228245537,-3.6887394447039675e-16,1.000000700190627,-9.91977109738808,10.866403895736536
chunk1,0006f748-48f1-4c38-8fc0-7ecdd335cc27,2.592550395880716e-16,1.0000040776299184,-134.06390630498046,3.4570914859229926,1.8780572649364775e-16,1.0000040776299184,-5.6176696705911615,6.794299873643019,-1.3014139666293575e-16,1.0000040776299184,-8.381788581011092,7.216855189984271
chunk1,00082602-88f7-4a9e-b1ad-e0ce9cdf4235,2.687697725786524e-16,1.000000200987714,-124.94071867623308,2.365835083990196,4.680059690075883e-16,1.000000200987714,-14.789775098023412,12.576279106995688,1.9224662700225898e-16,1.000000200987714,-8.294089244164274,29.65498109554317
chunk1,000855ea-3a80-4fc7-9bfc-8107a48d86e1,3.3477445592984854e-16,1.0000007395571753,-117.67262780876963,2.7389869397363165,1.6746617151929925e-16,1.0000007395571753,-4.595462660541483,10.40156137538046,-8.751274416296128e-17,1.0000007395571753,-8.867379714745878,18.728919245520068
chunk1,000886e5-ed42-4df7-b332-682c0b375953,9.407482145559661e-17,1.0000003331345075,-87.82146534936992,3.51220779066172,-4.896130474844669e-16,1.0000003331345075,-13.815113474764612,6.756635650354609,-3.8689776369612594e-18,1.0000003331345075,-44.091103841780445,17.087724194610402
chunk1,0008b0b0-dff9-443c-9942-cb8128478b09,3.8767090428958395e-16,1.0000070107299222,-80.7676690503423,6.168325307468139,-1.9244903545759795e-16,1.0000070107299222,-10.128051918597038,7.138333885448623,-8.080231037764992e-18,1.0000070107299222,-6.1162223054805285,11.894461383259427
chunk1,000af111-87cb-4b3e-a2f8-a27474549652,-3.370548038738272e-16,1.0000015929692707,-149.55385825776548,3.253404135770461,5.204464890995287e-16,1.0000015929692707,-8.393867487897023,17.79944666188854,-5.65178081473032e-17,1.0000015929692707,-17.169366831612866,10.853375383532503
chunk1,000b5666-c700-4d64-b313-ddfcf2bf0d24,9.685747452291408e-16,1.0000016148553776,-128.72945139064217,2.5714419567569253,-8.851831803244304e-17,1.0000016148553776,-5.286898304807469,11.791862415184427,-2.9695434207356386e-17,1.0000016148553776,-7.480967395637634,14.654293794649725
chunk1,000c63ee-e1e5-4e10-9010-faea4b37ca18,8.298484420570133e-17,1.0000048686321334,-7.988266875129409,4.316198658565654,-4.95691570439456e-16,1.0000048686321334,-6.521047596898575,4.398403701853289,-3.9023908518901144e-16,1.0000048686321334,-6.77220679056443,6.23226427100304
chunk1,000c64ed-2023-448b-8cb9-caa9828f3a44,1.2237362621622997e-16,1.0000001160679812,-132.78381316362595,8.221111394772967,3.64510118148188e-16,1.0000001160679812,-38.55794082781081,20.54941513217018,-2.0212732209094242e-16,1.0000001160679812,-13.211895602639682,13.15197328806182
